,location,hashtag,cnt,retweet_mean,retweet_max,text
2259,Ivory Coast,putin,26,503.54,6004,russian president vladimir putin is the most dangerous man in the world at the moment 1 because he is telling some basic truths about the global elite and 2 he has the spine and the capacity do do something about it https t co ldsomfkfvu
2260,Ivory Coast,russia,29,285.93,2263,ukraineunderattaсk which country are you supporting rt for russia like for ukraine https t co rbivttzaqd
2261,Ivory Coast,russian,6,28.33,89,russian military personnel delivered 20 tonnes of humanitarian aid to melitopol which was distributed among its residents the cargo comprised essential items including baby food cereals canned meat and fish vegetables russiahelps https t co jfxyetdei7
2262,Ivory Coast,russianukrainianwar,1,87.0,87,the russianukrainianwar has made biafra a by far more important factor in the grand scheme of things give it up for ipob they are indeed wrestling against world principalities and powers no be joke ignore anyone questioning the achievements of ipob even
2263,Ivory Coast,russiaukrainewar,1,0.0,0,strategic interest international law monroe doctrine lack of understanding of these three points has sent the world into one of the greatest inflationary and political instabilities in the world russiaukrainewar https t co gqgpkyvpfx
2264,Ivory Coast,standwithukraine,3,797.67,1644,it s right now near european commission in brussels standwithukraine https t co 90eyrugmqr
2265,Ivory Coast,stoprussia,1,1.0,1,this shows that some africans support putin unfortunately but i believe that if they know what s really happening in ukraine they will change this to volodymyr zelenskyy s face supportukraine stoprussia https t co zl93jewcdr
2266,Ivory Coast,ukraine,52,445.79,8177,let us make kyiv the capital of humanity spirituality and peace stopthewar united standtogether ukraine kyiv standwithukraine freeukraine weareallukrainians stopwar actnow vitaliy_klychko https t co mobciitpri
2267,Ivory Coast,ukrainerussianwar,2,0.5,1,ukrainerussianwar has rattled energy and food markets with important macro and micro consequences for africa and the middleeast cashtransfer can help in the short run lemondefr https t co dlghnhhpnf
2268,Ivory Coast,ukrainerussiawar,1,0.0,0,incredible how badly the ukrainerussiawar factor has hit global markets https t co aglpkbbtar
2269,Ivory Coast,ukrainewar,6,64.5,384,according to polish journalist lachowskimateus this story by french television channel tf1 in ukraine got a ukrainian soldier killed the crew showed maps used by the units that were supposedly later used by the russian army to target the position ukraine ukrainewar https t co 8dzifjqrcd
2270,Ivory Coast,ukrainian,1,0.0,0,if potus is concerned about humanrights he should vouch for access to the us territory for africanstudents who run away from ukarinerussiawar for his information they are not treated equally in europe compared to ukrainian refugees
2271,Ivory Coast,us,2,204.5,371,fm lavrov we had no choice but to work on hypersonic weapons because we knew perfectly well that us missile defence system would not be aimed at north korea and iran but against russia and then china we needed weapons that were guaranteed to overpower missile defences https t co dvsdssbw6u
2272,Ivory Coast,usa,2,0.0,0,ingrahamangle in the meanwhile the usa is selling weapons to saudi arabia to destroy millions of innocent lives in yemen is the saudi war on yemen more legit than the one of russia on ukraine or maybe ukrainians are more worthy of living than yemenites warcrimes
2273,Ivory Coast,usa,2,0.0,0,uae saoudi arabic qatar kuwait oman indonesia usa humanrightsviolations where are you what would you do https t co zjf8apnvch
2274,Ivory Coast,war,5,2.4,10,according to the un the war in ukraine is creating a global food supply catastrophe beyond anything seen since world war ii this is due in large part to the position of russia and ukraine as major wheat suppliers france 24 reports https t co fetkddya8x
2275,Jamaica,armukrainenow,18,619.72,3549,kharkiv today a father holds the hand of his 13 year old son who died under russian shelling photo c reuters standwithukriane armukrainenow https t co j445rgfjbh
2276,Jamaica,biden,96,57.67,2454,this biden hunterbiden 4chan https t co o9gogv5jmg
2277,Jamaica,bucha,40,1493.1,10912,remember the dog in bucha who lost his owner good news he found him this dog sounds human dogsofukraine standwithukraine armukrainenow https t co wjprubxkzd
2278,Jamaica,business,347,0.9,7,create the online presence you want today contact now tel 1876 313 1064 visit us online https t co ftj1djzci9 logo designthinking office office365 business online promotion caribbean website socialmedia branding design ads china asia uk brand singapore web https t co jbnzjjnfaz
2279,Jamaica,china,139,80.47,1551,so nato boss jensstoltenberg is worried about china military buildup in south china sea but has no problem with us military spending 800 bn per year more than the next 9 countries put together including china russia so who engages in the most military aggression https t co 6hcqjypjcw
2280,Jamaica,eu,49,479.84,4598,a note to tory mps this morning the echr has nothing to do with the eu or brexit and was the brainchild of winstonchurchill rt so they do not spin this
2281,Jamaica,kharkiv,30,299.3,2777,a missile hits kharkiv residential area again this is how the life of ukrainians looks under russian bombs and rockets for how long will it continue armukrainenow protectuasky video ukraine now https t co nayr86pseq
2282,Jamaica,kherson,29,320.14,2070,not what i imagined liberation to look like kherson https t co pslcoodizj
2283,Jamaica,kyiv,60,1160.6,10749,this is bucha the outskirt of kyiv russians were killing people with their hands tied behind their backs and left the bodies near the road i am shaking stopputinnow https t co ffzuv8d5xo
2284,Jamaica,mariupol,118,1532.02,23473,russians began using mobile crematoriums in mariupol to burn bodies of slaughtered ukrainians en masse this is a catastrophe and we will never learn the true scale of it
2285,Jamaica,nato,173,384.42,3909,us nato destroyed the human rights of the people that live in afghanistan for 20 years they spent 300 million a day destroying the place now we are starving them we can find endless money to pour arms into ukraine but we cannot feed the afghans who has who is lives we destroyed https t co ibofkh9n2m
2286,Jamaica,news,462,0.64,110,newsrecap the search continues for 24 year old donna lee donaldson cvm live understands investigators at the half way tree police station are no longer in charge of the case our source citing a conflict of interest more details https t co icw8firfz7 cvmtv news
2287,Jamaica,putin,170,528.24,9425,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
2288,Jamaica,russia,575,537.82,21192,this russia dropped bomb would flatten a building and yet these ukraine eods defuse it with 2 hands and a bottle of water while shells audibly land nearby mind boggling bravery https t co kvczeoxryz
2289,Jamaica,russiaisaterroriststate,7,3138.0,21194,russians kill peaceful ukrainians everyday russians torture our soldiers in captivity russians ruin our cities with bombs do not expect them to stop they won t instead help us with weapons ask your governments to arm ukraine we need them right now russiaisaterroriststate https t co xdr1lvm9c5
2290,Jamaica,russian,151,848.62,32387,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
2291,Jamaica,russian,151,848.62,32387,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
2292,Jamaica,russianukrainianwar,23,29.13,497,what nato and us did in iraq and now they pretend to be peace maker shame russianukrainianwar istandwithputin https t co hkcdzrtbwj
2293,Jamaica,russiaukrainewar,92,40.71,1472,on april 17 at the age of 38 serhii kolokolov a master of sports in weightlifting died in the russiaukrainewar before the war he was a coach trainer of the donetsk regional specialised children s and youth sports school of the olympic reserve source yangoly sportu https t co fcqi1fdvrx
2294,Jamaica,slavaukraini,32,2729.94,24261,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
2295,Jamaica,standwithukraine,146,1065.84,25393,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
2296,Jamaica,stoprussia,21,4295.81,24261,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
2297,Jamaica,ukraine,1109,1160.73,86386,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
2298,Jamaica,ukrainerussianwar,33,1769.21,52260,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
2299,Jamaica,ukrainerussiawar,58,246.59,3710,the spanish state a pillar of the eu which has accepted 110 000 ukrainerussiawar refugees committed this act of mass murder a massacre of ww2 proportions against african refugees this week i didn t even hear it on the news gallowayshow wednesday 10pm uk on youtube https t co hijraljxkz
2300,Jamaica,ukraineunderattack,17,3561.24,52260,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
2301,Jamaica,ukrainewar,41,174.07,2077,tv host bruno vespa exposed russian propagandist vladimir solovyev on italian tv standwithukriane ukrainewar https t co 02ib0iitbf
2302,Jamaica,ukrainian,80,467.04,6200,among 86 ukrainian captives released today in exchange for ru soldiers there were 15 women russians shaved our beautiful women baldly specifically to humiliate them never you will humiliate ukraine never will you humiliate any ua woman they are the bravest in the world https t co nzsihmw4qk
2303,Jamaica,us,62,350.02,3498,nato summit in madrid was a big love in for military industrial complex nato is not a defence alliance it has it is a war machine just ask people of afghanistan iraq libya nato s real goal is defence of us hegemony all discussion of this is chilled in land of free speech https t co tuplzevyjo
